no,text
45,"['loved', 'VBN'], ['smell', 'NN'], ['usually', 'RB'], ['really', 'RB'], ['enjoy', 'VB'], ['aussie', 'JJ'], ['product', 'NN'], ['hair', 'NN'], ['dyed', 'VBD'], ['seem', 'VBP'], ['strip', 'JJ'], ['color', 'NN'], ['quickly', 'RB'], ['id', 'VB'], ['prefer', 'VBP'], ['color', 'NN'], ['friendly', 'JJ'], ['option', 'NN'], ['far', 'RB'], ['volume', 'NN'], ['saw', 'VBD'], ['difference', 'NN'], ['shampoo', 'NN'], ['shampoo', 'NN'], ['ive', 'JJ'], ['ever', 'RB'], ['used', 'VBN'], ['combined', 'VBN'], ['product', 'NN'], ['worked', 'VBN'], ['nicely', 'RB'], ['received', 'JJ'], ['product', 'NN'], ['free', 'JJ'], ['review', 'NN'], ['exchange', 'NN'], ['opinion', 'NN']"
46,"['absolutely', 'RB'], ['love', 'VB'], ['aussie', 'RB'], ['aussome', 'JJ'], ['shampoo', 'NN'], ['using', 'VBG'], ['little', 'JJ'], ['week', 'NN'], ['hair', 'NN'], ['visibly', 'RB'], ['shinier', 'RBR'], ['smooth', 'JJ'], ['point', 'NN'], ['run', 'NN'], ['finger', 'NN'], ['single', 'JJ'], ['tanglethis', 'NN'], ['leaf', 'NN'], ['hair', 'NN'], ['feeling', 'VBG'], ['really', 'RB'], ['clean', 'JJ'], ['also', 'RB'], ['really', 'RB'], ['smooth', 'JJ'], ['shiny', 'NN'], ['also', 'RB'], ['pretty', 'RB'], ['good', 'JJ'], ['deal', 'NN'], ['recommend', 'VB'], ['using', 'VBG'], ['aussome', 'JJ'], ['conditioner', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['review', 'NN'], ['influenster', 'NN'], ['testing', 'VBG'], ['purpose', 'NN']"
47,"['shampoo', 'NN'], ['made', 'VBD'], ['hair', 'JJ'], ['super', 'JJ'], ['soft', 'JJ'], ['smooth', 'NNS'], ['give', 'VBP'], ['volume', 'NN'], ['plus', 'CC'], ['smell', 'NN'], ['great', 'JJ'], ['little', 'JJ'], ['bit', 'NN'], ['go', 'VB'], ['long', 'JJ'], ['way', 'NN'], ['super', 'JJ'], ['sudsy', 'JJ'], ['lead', 'NN'], ['downside', 'NN'], ['contains', 'VBZ'], ['sulfate', 'JJ'], ['try', 'NN'], ['stay', 'VB'], ['away', 'RB'], ['shampoo', 'JJ'], ['containing', 'VBG'], ['sulfate', 'NN'], ['guess', 'JJ'], ['thing', 'NN'], ['con', 'NN'], ['bit', 'NN'], ['difficult', 'JJ'], ['open', 'JJ'], ['lid', 'NN'], ['shower', 'NN'], ['bit', 'NN'], ['hard', 'JJ'], ['open', 'JJ'], ['disclaimer', 'NN'], ['tested', 'VBD'], ['aussie', 'JJ'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'IN']"
48,"['really', 'RB'], ['liked', 'JJ'], ['shampoo', 'NN'], ['smell', 'NN'], ['great', 'JJ'], ['added', 'VBD'], ['little', 'JJ'], ['bit', 'JJ'], ['extra', 'JJ'], ['volume', 'NN'], ['hair', 'NN'], ['there', 'RB'], ['one', 'CD'], ['problem', 'NN'], ['shampoo', 'NN'], ['bottle', 'RB'], ['hard', 'JJ'], ['open', 'JJ'], ['disclaimer', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['aussie', 'NN'], ['voxbox', 'NN'], ['influenster', 'JJ'], ['opinion', 'NN'], ['own', 'IN']"
49,"['shampoo', 'NN'], ['feel', 'NN'], ['lathering', 'VBG'], ['hair', 'NN'], ['really', 'RB'], ['foam', 'JJ'], ['little', 'JJ'], ['go', 'VB'], ['long', 'JJ'], ['way', 'NN'], ['hair', 'NN'], ['feel', 'VBP'], ['clean', 'JJ'], ['right', 'NN'], ['use', 'NN'], ['it', 'PRP'], ['fruity', 'NN'], ['smell', 'RB'], ['closest', 'JJS'], ['compare', 'JJ'], ['skittle', 'JJ'], ['thing', 'NN'], ['precept', 'JJ'], ['give', 'JJ'], ['volume', 'NN'], ['looking', 'VBG'], ['expecting', 'VBG'], ['using', 'VBG'], ['aussie', 'JJ'], ['product', 'NN'], ['one', 'CD'], ['particular', 'JJ'], ['try', 'VB'], ['product', 'NN'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'IN']"
50,"['product', 'NN'], ['great', 'JJ'], ['clean', 'JJ'], ['add', 'NN'], ['volume', 'NN'], ['hair', 'NN'], ['without', 'IN'], ['weighing', 'VBG'], ['down', 'RP']"
51,"['enjoyed', 'VBN']"
52,"['fragrance', 'NN'], ['lavender', 'NN'], ['smell', 'NN'], ['like', 'IN'], ['ingredient', 'JJ'], ['say', 'VBP'], ['thanks', 'NNS']"
53,"['husband', 'NN'], ['two', 'CD'], ['year', 'NN'], ['old', 'JJ'], ['daughter', 'NN'], ['used', 'VBN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['complaint', 'NN'], ['left', 'VBD'], ['hair', 'JJ'], ['feeling', 'VBG'], ['soft', 'JJ'], ['clean', 'NNS'], ['tested', 'VBD'], ['aussie', 'JJ'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'IN']"
54,"['loved', 'VBN'], ['shampoo', 'JJ'], ['lathering', 'VBG'], ['smell', 'NN'], ['great', 'JJ'], ['perfect', 'JJ'], ['limp', 'NN'], ['flat', 'JJ'], ['hair', 'NN'], ['really', 'RB'], ['help', 'VB'], ['boost', 'NN'], ['volume', 'NN'], ['used', 'VBN'], ['more', 'RBR'], ['thanks', 'NNS'], ['aussie', 'VBP']"
55,"['really', 'RB'], ['like', 'IN'], ['shampoo', 'NN'], ['smelled', 'VBD'], ['great', 'JJ'], ['seemed', 'VBD'], ['really', 'RB'], ['work', 'JJ'], ['hair', 'NN'], ['looking', 'VBG'], ['moisture', 'NN'], ['you', 'PRP']"
56,"['lather', 'RB'], ['well', 'RB'], ['smell', 'RB'], ['great', 'JJ'], ['clean', 'JJ'], ['thoroughly', 'RB'], ['inexpensive', 'JJ'], ['remove', 'VB'], ['buildup', 'NN'], ['highly', 'RB'], ['recommend', 'JJ'], ['think', 'VBP'], ['clarifying', 'VBG'], ['shampoo', 'NN'], ['love', 'NN'], ['nothing', 'NN'], ['make', 'VBP'], ['hair', 'NN'], ['meaner', 'NN'], ['leftover', 'IN'], ['styling', 'VBG'], ['product', 'NN'], ['also', 'RB'], ['think', 'VBP'], ['quite', 'RB'], ['frankly', 'RB'], ['little', 'JJ'], ['kangaroo', 'JJ'], ['bottle', 'NN'], ['adorable', 'JJ'], ['use', 'NN'], ['shampoo', 'NN'], ['endorsed', 'VBD'], ['marsupial', 'JJ'], ['cheer', 'NN']"
57,"['take', 'VB'], ['one', 'CD'], ['star', 'NN'], ['bottle', 'NN'], ['design', 'NN'], ['135oz', 'CD'], ['bottle', 'NN'], ['though', 'IN'], ['unique', 'JJ'], ['cap', 'NN'], ['tight', 'JJ'], ['super', 'JJ'], ['hard', 'JJ'], ['open', 'JJ'], ['thought', 'VBD'], ['me', 'PRP'], ['upon', 'IN'], ['asking', 'VBG'], ['friend', 'NN'], ['family', 'NN'], ['also', 'RB'], ['use', 'VBP'], ['product', 'NN'], ['they', 'PRP'], ['too', 'RB'], ['agreed', 'VBD'], ['cap', 'JJ'], ['tight', 'JJ'], ['difficult', 'JJ'], ['open', 'JJ'], ['especially', 'RB'], ['nail', 'JJ'], ['super', 'JJ'], ['careful', 'NN'], ['already', 'RB'], ['broken', 'VBN'], ['two', 'CD'], ['nail', 'JJ'], ['opening', 'VBG'], ['product', 'NN'], ['shame', 'NN'], ['product', 'NN'], ['wonderful', 'JJ'], ['smell', 'RB'], ['great', 'JJ'], ['work', 'NN'], ['great', 'JJ'], ['delivers', 'NNS'], ['perfect', 'VBP'], ['oomph', 'JJ'], ['volume', 'NN'], ['hair', 'NN'], ['leaf', 'VBZ'], ['wonderfully', 'RB'], ['lightly', 'RB'], ['scented', 'VBN'], ['decent', 'JJ'], ['price', 'NN'], ['overall', 'JJ'], ['great', 'JJ'], ['product', 'NN'], ['ended', 'VBN'], ['simply', 'RB'], ['prying', 'VBG'], ['cap', 'NN'], ['open', 'JJ'], ['go', 'VBP'], ['use', 'JJ'], ['shampooconditioner', 'NN'], ['pouring', 'VBG'], ['empty', 'JJ'], ['bottle', 'NN'], ['another', 'DT'], ['shampoo', 'NN'], ['brand', 'NN'], ['would', 'MD'], ['love', 'VB'], ['new', 'JJ'], ['cap', 'NN'], ['designtechnology', 'NN'], ['looked', 'VBD'], ['smoother', 'RB'], ['easier', 'JJR'], ['opening', 'NN']"
58,"['love', 'VB'], ['shampoo', 'NN'], ['much', 'JJ'], ['leaf', 'NN'], ['hair', 'NN'], ['feeling', 'VBG'], ['extra', 'JJ'], ['soft', 'JJ'], ['lightweight', 'NN'], ['see', 'VB'], ['difference', 'NN'], ['volume', 'NN'], ['hair', 'NN'], ['using', 'VBG'], ['thats', 'NNS'], ['gave', 'VBD'], ['product', 'NN'], ['otherwise', 'RB'], ['absolutely', 'RB'], ['love', 'VB'], ['product', 'NN'], ['much', 'JJ'], ['repurchase', 'NN'], ['i', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['via', 'IN'], ['influenster', 'JJ'], ['try', 'VBP'], ['free', 'JJ'], ['review', 'NN']"
59,"['used', 'VBN'], ['product', 'NN'], ['along', 'IN'], ['aussome', 'JJ'], ['volume', 'NN'], ['conditioner', 'NN'], ['hairspray', 'NN'], ['past', 'IN'], ['week', 'NN'], ['love', 'VBP'], ['it', 'PRP'], ['gotten', 'VBD'], ['many', 'JJ'], ['compliment', 'JJ'], ['shine', 'NN'], ['volume', 'NN'], ['hair', 'NN'], ['since', 'IN'], ['used', 'VBN'], ['product', 'NN'], ['great', 'JJ'], ['price', 'NN'], ['great', 'JJ'], ['set', 'VBN'], ['use', 'NN'], ['volume', 'NN'], ['shine', 'NN'], ['looking', 'VBG'], ['for', 'IN'], ['definitely', 'RB'], ['purchasing', 'VBG'], ['product', 'NN'], ['future', 'JJ'], ['receive', 'JJ'], ['product', 'NN'], ['free', 'JJ'], ['test', 'NN'], ['opinion', 'NN'], ['own', 'IN']"
60,"['huge', 'JJ'], ['fan', 'NN'], ['shampoo', 'NNS'], ['love', 'VBP'], ['scent', 'JJ'], ['leaf', 'NN'], ['hair', 'NN'], ['feeling', 'VBG'], ['clean', 'JJ'], ['paired', 'JJ'], ['conditioner', 'NN'], ['hair', 'NN'], ['feel', 'VB'], ['alive', 'JJ'], ['highly', 'RB'], ['recommend', 'JJ'], ['product', 'NN'], ['selected', 'VBN'], ['test', 'NN'], ['aussie', 'NN'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'IN']"
61,"['wife', 'NN'], ['using', 'VBG'], ['aussie', 'JJ'], ['year', 'NN'], ['first', 'RB'], ['attempt', 'JJ'], ['type', 'NN'], ['like', 'IN'], ['much', 'JJ'], ['claim', 'NN'], ['add', 'VBP'], ['shine', 'NN'], ['fullness', 'NN']"
62,"['received', 'VBN'], ['product', 'NN'], ['free', 'JJ'], ['review', 'NN'], ['always', 'RB'], ['state', 'NN'], ['true', 'JJ'], ['honest', 'JJS'], ['opinion', 'NN'], ['shampoo', 'NN'], ['great', 'JJ'], ['me', 'PRP'], ['smell', 'VBP'], ['delicious', 'JJ'], ['dry', 'JJ'], ['hair', 'NN'], ['leave', 'VBP'], ['knotty', 'VBN'], ['like', 'IN'], ['shampoo', 'NN'], ['showering', 'VBG'], ['hair', 'NN'], ['absolutely', 'RB'], ['feel', 'VB'], ['nice', 'JJ'], ['little', 'JJ'], ['volume', 'NN']"
63,"['love', 'NN'], ['smell', 'NN'], ['aussie', 'VBZ'], ['shampoo', 'JJ'], ['get', 'VB'], ['hair', 'JJ'], ['clean', 'JJ'], ['without', 'IN'], ['drying', 'VBG'], ['out', 'RP'], ['love', 'NN'], ['soft', 'JJ'], ['hair', 'NN'], ['feel', 'VB'], ['using', 'VBG'], ['this', 'DT'], ['fine', 'JJ'], ['hair', 'NN'], ['notice', 'JJ'], ['bit', 'NN'], ['volume', 'NN'], ['using', 'VBG'], ['shampoo', 'JJ'], ['received', 'VBN'], ['aussie', 'JJ'], ['product', 'NN'], ['free', 'JJ'], ['influenster', 'NN'], ['voxbox', 'NN'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['completely', 'RB'], ['own', 'JJ']"
64,"['use', 'NN'], ['shampoo', 'JJ'], ['every', 'DT'], ['day', 'NN'], ['shower', 'JJR'], ['smell', 'NN'], ['nice', 'JJ'], ['shampoo', 'NN'], ['foam', 'NN'], ['great', 'JJ'], ['use', 'NN'], ['aussome', 'JJ'], ['volume', 'NN'], ['conditioner', 'NN'], ['well', 'RB'], ['wake', 'RB'], ['great', 'JJ'], ['volumized', 'VBN'], ['hair', 'NN'], ['even', 'RB'], ['friend', 'VBP'], ['comment', 'NN'], ['much', 'JJ'], ['body', 'NN'], ['had', 'VBD'], ['tested', 'VBN'], ['aussie', 'RB'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'IN']"
65,"['impressed', 'JJ'], ['clean', 'JJ'], ['feeling', 'NN'], ['shampoo', 'NN'], ['gave', 'VBD'], ['hair', 'NN'], ['using', 'VBG'], ['it', 'PRP'], ['nice', 'JJ'], ['scent', 'NN'], ['combined', 'VBD'], ['awesome', 'JJ'], ['volume', 'NN'], ['conditioner', 'NN'], ['which', 'WDT'], ['did', 'VBD'], ['leaf', 'VB'], ['hair', 'NN'], ['tremendous', 'JJ'], ['amount', 'NN'], ['body', 'NN'], ['shine', 'JJ'], ['received', 'VBN'], ['product', 'NN'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'IN']"
66,"['love', 'NN'], ['smell', 'NN'], ['shampoo', 'JJ'], ['plus', 'CC'], ['hair', 'JJ'], ['feel', 'NN'], ['soft', 'JJ'], ['side', 'NN'], ['started', 'VBD'], ['using', 'VBG'], ['it', 'PRP'], ['using', 'VBG'], ['product', 'NN'], ['volume', 'NN'], ['collecting', 'VBG'], ['tell', 'NN'], ['difference', 'NN'], ['received', 'VBD'], ['aussie', 'JJ'], ['product', 'NN'], ['free', 'JJ'], ['influenster', 'NN'], ['voxbox', 'NN'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['completely', 'RB'], ['own', 'JJ']"
67,"['pleased', 'JJ'], ['product', 'NN'], ['paired', 'VBN'], ['aussie', 'JJ'], ['volume', 'NN'], ['conditioner', 'NN'], ['fine', 'JJ'], ['straight', 'JJ'], ['hair', 'NN'], ['definitely', 'RB'], ['helped', 'VBD'], ['achieve', 'VB'], ['volume', 'NN'], ['scrunching', 'VBG'], ['hair', 'NN'], ['would', 'MD'], ['recommend', 'VB'], ['tried', 'JJ'], ['aussie', 'JJ'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'IN']"
68,"['love', 'NN'], ['big', 'JJ'], ['bouncy', 'NN'], ['full', 'JJ'], ['volume', 'NN'], ['hair', 'NN'], ['especially', 'RB'], ['curl', 'VBZ'], ['it', 'PRP'], ['favorite', 'JJ'], ['quality', 'NN'], ['shampoo', 'NNS'], ['leave', 'VBP'], ['hair', 'NN'], ['feeling', 'VBG'], ['heavy', 'JJ'], ['weighed', 'VBD'], ['down', 'RB'], ['also', 'RB'], ['smell', 'VBP'], ['good', 'JJ'], ['definitely', 'RB'], ['go', 'VBP'], ['shampoo', 'RB'], ['now', 'RB']"
69,"['huge', 'JJ'], ['fan', 'NN'], ['shampoo', 'NNS'], ['love', 'VBP'], ['scent', 'JJ'], ['leaf', 'NN'], ['hair', 'NN'], ['feeling', 'VBG'], ['clean', 'JJ'], ['paired', 'JJ'], ['conditioner', 'NN'], ['hair', 'NN'], ['feel', 'VB'], ['alive', 'JJ'], ['highly', 'RB'], ['recommend', 'JJ'], ['product', 'NN'], ['selected', 'VBN'], ['test', 'NN'], ['aussie', 'NN'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'IN']"
70,"['mom', 'NN'], ['tiny', 'JJ'], ['hurricane', 'NN'], ['toddler', 'NN'], ['washing', 'VBG'], ['hair', 'NN'], ['come', 'VB'], ['lucky', 'JJ'], ['enough', 'JJ'], ['twice', 'NN'], ['week', 'NN'], ['old', 'JJ'], ['shampoo', 'NN'], ['point', 'NN'], ['left', 'VBD'], ['hair', 'NN'], ['feeling', 'VBG'], ['greasy', 'JJ'], ['good', 'JJ'], ['tried', 'VBN'], ['aussie', 'JJ'], ['volume', 'NN'], ['shampoo', 'NN'], ['smell', 'NN'], ['amazing', 'VBG'], ['made', 'VBN'], ['hair', 'NN'], ['feel', 'VB'], ['gross', 'JJ'], ['bottle', 'NN'], ['little', 'JJ'], ['hard', 'JJ'], ['open', 'JJ'], ['im', 'NN'], ['okay', 'NN'], ['that', 'WDT'], ['else', 'RB'], ['tiny', 'JJ'], ['human', 'JJ'], ['pour', 'NN'], ['everywhere', 'RB'], ['notice', 'JJ'], ['volume', 'NN'], ['ive', 'JJ'], ['left', 'VBD'], ['hair', 'NN'], ['extra', 'JJ'], ['oomph', 'NN'], ['mom', 'NN'], ['bun', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['brand', 'NN'], ['replacing', 'VBG'], ['old', 'JJ'], ['go', 'NN'], ['to', 'TO']"
71,"['want', 'JJ'], ['start', 'NN'], ['saying', 'VBG'], ['recieve', 'JJ'], ['aussie', 'NN'], ['volume', 'NN'], ['shampoo', 'VBD'], ['free', 'JJ'], ['review', 'NN'], ['honest', 'JJS'], ['feedback', 'NN'], ['really', 'RB'], ['love', 'VB'], ['amazing', 'VBG'], ['clean', 'JJ'], ['smell', 'NN'], ['shampoo', 'NN'], ['ha', 'NN'], ['always', 'RB'], ['huge', 'JJ'], ['fan', 'NN'], ['aussie', 'JJ'], ['product', 'NN'], ['reason', 'NN'], ['also', 'RB'], ['quality', 'NN'], ['great', 'JJ'], ['result', 'NN'], ['get', 'VB'], ['using', 'VBG'], ['recieved', 'JJ'], ['volume', 'NN'], ['shampoo', 'NN'], ['really', 'RB'], ['work', 'VB'], ['like', 'IN'], ['doesnt', 'NNS'], ['leave', 'VBP'], ['hair', 'NN'], ['greasy', 'JJ'], ['lifeless', 'NN'], ['like', 'IN'], ['hair', 'NN'], ['brand', 'NN'], ['give', 'VBP'], ['extra', 'JJ'], ['boost', 'NN'], ['volume', 'NN'], ['need', 'NN'], ['would', 'MD'], ['recommend', 'VB'], ['anyone', 'NN'], ['looking', 'VBG'], ['extra', 'JJ'], ['volume', 'NN'], ['smell', 'RB'], ['good', 'JJ'], ['hair', 'NN'], ['day', 'NN'], ['long', 'RB']"
72,"['bought', 'VBN'], ['shampoo', 'NN'], ['yesterday', 'NN'], ['tried', 'VBD'], ['first', 'JJ'], ['time', 'NN'], ['like', 'IN'], ['scent', 'JJ'], ['love', 'NN'], ['hair', 'NN'], ['look', 'NN'], ['noticeably', 'RB'], ['fuller', 'VBD'], ['lift', 'JJ'], ['crown', 'RB'], ['much', 'JJ'], ['volume', 'NN'], ['expensive', 'JJ'], ['shampoo', 'NN'], ['happy', 'JJ'], ['found', 'VBD'], ['it', 'PRP'], ['highlighted', 'VBD'], ['lowlighted', 'JJ'], ['hair', 'NN'], ['make', 'VBP'], ['nicely', 'RB'], ['full', 'JJ'], ['coarse', 'NN'], ['thank', 'NN'], ['great', 'JJ'], ['product', 'NN']"
73,"['received', 'VBN'], ['aussie', 'JJ'], ['voluminizimg', 'NN'], ['shampoo', 'NN'], ['influenster', 'NN'], ['past', 'IN'], ['week', 'NN'], ['using', 'VBG'], ['shampoo', 'JJ'], ['week', 'NN'], ['must', 'MD'], ['say', 'VB'], ['love', 'VB'], ['soft', 'JJ'], ['leaf', 'NNS'], ['hair', 'NN'], ['love', 'VBP'], ['softness', 'NN'], ['also', 'RB'], ['love', 'VBP'], ['full', 'JJ'], ['volume', 'NN'], ['ive', 'JJ'], ['tried', 'JJ'], ['high', 'JJ'], ['shampooed', 'NN'], ['claim', 'NN'], ['hair', 'NN'], ['voluminous', 'JJ'], ['say', 'VBP'], ['aussie', 'VBP'], ['far', 'RB'], ['favorite', 'JJ'], ['girl', 'NNS'], ['want', 'VBP'], ['soft', 'JJ'], ['manageable', 'JJ'], ['hair', 'NN'], ['shampoo', 'VBD'], ['given', 'VBN'], ['ive', 'NN'], ['added', 'VBD'], ['curl', 'JJ'], ['stay', 'JJ'], ['day', 'NN'], ['thank', 'VBD'], ['much', 'JJ'], ['aussie', 'NN']"
74,"['received', 'VBN'], ['aussie', 'JJ'], ['product', 'NN'], ['free', 'JJ'], ['influenster', 'NN'], ['try', 'NNS'], ['say', 'VBP'], ['really', 'RB'], ['really', 'RB'], ['like', 'IN'], ['them', 'PRP'], ['smell', 'VBP'], ['great', 'JJ'], ['hair', 'NN'], ['smooth', 'CC'], ['manageable', 'JJ'], ['volume', 'NN'], ['using', 'VBG'], ['regular', 'JJ'], ['brand', 'NN'], ['definitely', 'RB'], ['buy', 'VBP'], ['aussie', 'NNS'], ['on', 'IN']"
75,"['thin', 'JJ'], ['fine', 'JJ'], ['hair', 'NN'], ['im', 'NNS'], ['growing', 'VBG'], ['usually', 'RB'], ['pretty', 'RB'], ['flat', 'JJ'], ['get', 'VB'], ['weighed', 'VBN'], ['easily', 'RB'], ['first', 'JJ'], ['product', 'NN'], ['actually', 'RB'], ['worked', 'VBD'], ['giving', 'VBG'], ['volume', 'NN'], ['ive', 'JJ'], ['tried', 'JJ'], ['ton', 'NN'], ['product', 'NN'], ['im', 'NN'], ['impressed', 'JJ'], ['line', 'NN'], ['also', 'RB'], ['smell', 'RB'], ['great', 'JJ'], ['received', 'JJ'], ['product', 'NN'], ['test', 'NN'], ['product', 'NN'], ['influenster', 'NN'], ['definitely', 'RB'], ['buying', 'VBG'], ['future', 'NN']"
76,"['use', 'NN'], ['lot', 'NN'], ['shampoo', 'NN'], ['kind', 'NN'], ['need', 'NN'], ['lot', 'NN'], ['able', 'JJ'], ['work', 'NN'], ['lather', 'RBR'], ['really', 'RB'], ['easy', 'JJ'], ['smell', 'NN'], ['absolutely', 'RB'], ['amazing', 'VBG'], ['rinsed', 'VBN'], ['used', 'JJ'], ['aussie', 'NN'], ['volume', 'NN'], ['conditioner', 'NN'], ['dried', 'VBD'], ['hair', 'JJ'], ['upside', 'JJ'], ['volume', 'NN'], ['amazing', 'VBG'], ['recommended', 'VBD'], ['friend', 'JJ'], ['family', 'NN'], ['already', 'RB'], ['receive', 'JJ'], ['free', 'JJ'], ['opinion', 'NN'], ['honest', 'JJS'], ['own', 'JJ']"
77,"['shampoo', 'JJ'], ['work', 'NN'], ['advertised', 'VBD'], ['leaving', 'VBG'], ['hair', 'JJ'], ['clean', 'JJ'], ['soft', 'JJ'], ['much', 'JJ'], ['extra', 'JJ'], ['volume', 'NN'], ['volumizer', 'NN'], ['shampoo', 'JJ'], ['ive', 'JJ'], ['tried', 'VBD']"
78,"['shampoo', 'NN'], ['used', 'VBN'], ['husband', 'NN'], ['wanted', 'VBD'], ['good', 'JJ'], ['shampoo', 'NNS'], ['really', 'RB'], ['cleaned', 'VBD'], ['hair', 'NN'], ['well', 'RB'], ['really', 'RB'], ['awesome', 'JJ'], ['smell', 'NN'], ['great', 'JJ'], ['conditioner', 'NN'], ['keep', 'VB'], ['hair', 'NN'], ['looking', 'VBG'], ['feeling', 'NN'], ['right', 'NN']"
79,"['leaf', 'JJ'], ['hair', 'NN'], ['soft', 'JJ'], ['smelling', 'NN'], ['nice', 'NN']"
80,"['previous', 'JJ'], ['shampoo', 'NN'], ['left', 'VBD'], ['hair', 'JJ'], ['greasy', 'JJ'], ['product', 'NN'], ['great', 'JJ'], ['leave', 'VBP'], ['greasy', 'NN']"
81,"['favorite', 'JJ'], ['shampoo', 'NN'], ['fine', 'JJ'], ['hair', 'NN'], ['shampoo', 'NN'], ['perfect', 'NN'], ['smell', 'RB'], ['good', 'JJ'], ['price', 'NN'], ['awesome', 'NN'], ['use', 'NN'], ['every', 'DT'], ['day', 'NN'], ['stocked', 'VBD'], ['whole', 'JJ'], ['family', 'NN'], ['using', 'VBG'], ['it', 'PRP']"
82,"['great', 'JJ'], ['product', 'NN']"
83,"['love', 'VB'], ['product', 'NN']"
84,"['loved', 'VBN'], ['wife', 'NN'], ['liked', 'VBD'], ['much', 'RB'], ['recommended', 'VBN'], ['perfect', 'NN']"
85,"['product', 'NN'], ['use', 'NN'], ['hair', 'NN'], ['awesome', 'NN']"
86,"['great', 'JJ'], ['product', 'NN']"
87,"['recieved', 'VBN'], ['product', 'NN'], ['tester', 'NN'], ['try', 'VB'], ['out', 'RP'], ['shampoo', 'NN'], ['conditioned', 'JJ'], ['hair', 'NN'], ['product', 'NN'], ['made', 'VBD'], ['good', 'JJ'], ['difference', 'NN'], ['hair', 'NN'], ['long', 'RB'], ['curly', 'RB'], ['made', 'VBN'], ['hair', 'NN'], ['feel', 'VB'], ['soft', 'JJ'], ['smell', 'NN'], ['good', 'JJ']"
88,"['product', 'NN'], ['really', 'RB'], ['surprised', 'VBD'], ['me', 'PRP'], ['lift', 'VB'], ['natural', 'JJ'], ['curly', 'RB'], ['hair', 'NN'], ['scalp', 'NNS'], ['make', 'VBP'], ['curl', 'JJ'], ['look', 'NN'], ['big', 'JJ'], ['defined', 'JJ'], ['time', 'NN'], ['would', 'MD'], ['definitely', 'RB'], ['recommend', 'VB'], ['friend', 'NN']"
89,"['love', 'NN'], ['cant', 'NN'], ['get', 'VB'], ['enough', 'JJ'], ['hair', 'NN'], ['really', 'RB'], ['long', 'RB'], ['go', 'VBP'], ['thru', 'NNS'], ['like', 'IN'], ['water', 'NN'], ['continue', 'VBP'], ['repurchase', 'NN'], ['leave', 'VBP'], ['hair', 'VBN'], ['oily', 'RB'], ['dry', 'JJ'], ['hard', 'JJ'], ['find', 'NN'], ['good', 'JJ'], ['shampoo', 'NN']"
90,"['shampoo', 'NN'], ['weigh', 'JJ'], ['hair', 'NN'], ['make', 'VBP'], ['feel', 'NN'], ['icky', 'JJ'], ['scent', 'NN'], ['bonus', 'NN'], ['ensure', 'VB'], ['would', 'MD'], ['use', 'VB'], ['again', 'RB'], ['received', 'JJ'], ['aussie', 'RB'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'IN']"
91,"['tried', 'JJ'], ['product', 'NN'], ['aussie', 'NN'], ['never', 'RB'], ['shampoo', 'VBN'], ['use', 'NN'], ['every', 'DT'], ['day', 'NN'], ['wash', 'VBZ'], ['ny', 'RB'], ['hair', 'JJ'], ['love', 'NN'], ['smell', 'NN'], ['doesnt', 'RB'], ['give', 'JJ'], ['ne', 'NN'], ['dandruff', 'NN'], ['alergy', 'NN'], ['control', 'NN'], ['frizz', 'VBZ'], ['perfectly', 'RB'], ['love', 'VB']"
92,"['absolutely', 'RB'], ['love', 'VB'], ['hair', 'NN'], ['always', 'RB'], ['look', 'VBP'], ['feel', 'JJ'], ['great', 'JJ'], ['used', 'VBN'], ['tested', 'VBN'], ['aussie', 'JJ'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'IN']"
93,"['enjoyed', 'VBN'], ['using', 'VBG'], ['product', 'NN'], ['smelled', 'VBD'], ['good', 'JJ'], ['light', 'JJ'], ['weight', 'NN'], ['tell', 'VB'], ['much', 'JJ'], ['difference', 'NN'], ['still', 'RB'], ['great', 'JJ'], ['shampoo', 'NN']"
